股票简称,股票代码,上市日期,发行价,最新价,发行中签率,总发行数,首日涨幅
德赛西威,002920,2017-12-26 00:00:00,20.42,156.6,0.0509993503,10000,4.4
赛腾股份,603283,2017-12-25 00:00:00,6.9,34.04,0.03084608,4000,-3.02
蒙娜丽莎,002918,2017-12-19 00:00:00,31.29,19.56,0.0271962858,3943,-0.2
巨星农牧,603477,2017-12-18 00:00:00,5.58,31.7,0.03820169,6000,0.63
名臣健康,002919,2017-12-18 00:00:00,12.56,35.72,0.0230517985,2036,-0.58
华能水电,600025,2017-12-15 00:00:00,2.17,6.97,0.51337368,180000,0.14
深南电路,002916,2017-12-13 00:00:00,19.3,76.51,0.0353097848,7000,-1.8
春秋电子,603890,2017-12-12 00:00:00,23.72,8.21,0.02873656,3425,-1.68
设研院,300732,2017-12-12 00:00:00,41.42,10.68,0.0135980276,1800,-0.74
科创新源,300731,2017-12-08 00:00:00,13.24,19.35,0.0237187407,2200,-2.57
金奥博,002917,2017-12-08 00:00:00,11.64,10.22,0.0285781838,2827,-0.97
科创信息,300730,2017-12-05 00:00:00,8.36,12.63,0.0239104952,2324,-1.17
中欣氟材,002915,2017-12-05 00:00:00,6.43,15.98,0.0228618142,2800,-1.84
合力科技,603917,2017-12-04 00:00:00,14.22,21.51,0.02511798,2800,0.14
好太太,603848,2017-12-01 00:00:00,7.89,15.57,0.03506397,4100,-1.58
乐歌股份,300729,2017-12-01 00:00:00,16.06,16.31,0.0227278038,2150,-2.45
奥士康,002913,2017-12-01 00:00:00,30.38,34.94,0.0251608151,3601.3,-2.13
香飘飘,603711,2017-11-30 00:00:00,14.18,18.39,0.03825142,4001,-1.24
豪能股份,603809,2017-11-28 00:00:00,22.39,10.45,0.02746593,2667,0.0
晨丰科技,603685,2017-11-27 00:00:00,21.04,14.21,0.02406468,2500,-0.21
润禾材料,300727,2017-11-27 00:00:00,8.34,25.77,0.0239167039,2440,-1.6
山东出版,601019,2017-11-22 00:00:00,10.16,8.79,0.10126731,26690,-1.35
佛燃能源,002911,2017-11-22 00:00:00,13.94,12.83,0.0348802599,5600,-0.39
恒林股份,603661,2017-11-21 00:00:00,56.88,33.97,0.02359552,2500,-0.67
宏达电子,300726,2017-11-21 00:00:00,11.16,38.62,0.0333482889,4010,-0.97
中新赛克,002912,2017-11-21 00:00:00,30.22,37.21,0.0115830832,1670,-2.05
水星家纺,603365,2017-11-20 00:00:00,16,14.98,0.03757731,6667,-1.25
中曼石油,603619,2017-11-17 00:00:00,22.61,19.74,0.03685506,4000.01,-1.3
爱柯迪,600933,2017-11-17 00:00:00,11.01,22.92,0.06494325,13824,0.31
中农立华,603970,2017-11-16 00:00:00,12.47,18.71,0.02685912,3333.34,-2.45
一品红,300723,2017-11-16 00:00:00,17.05,27.61,0.0278205356,4000,-1.64
盘龙药业,002864,2017-11-16 00:00:00,10.03,38.2,0.0205556054,2167,-0.52
珀莱雅,603605,2017-11-15 00:00:00,15.34,111.62,0.03311719,5000,1.31
怡达股份,300721,2017-11-15 00:00:00,16.71,16.67,0.0220238349,2005,-3.86
大业股份,603278,2017-11-13 00:00:00,15.31,11.9,0.03343481,5200,0.25
乐惠国际,603076,2017-11-13 00:00:00,19.71,44.21,0.01405082,1865,-0.94
苏博特,603916,2017-11-10 00:00:00,9.02,13.78,0.04094196,7600,-1.22
剑桥科技,603083,2017-11-10 00:00:00,15.05,55.09,0.02504388,2446.7889,-4.46
药石科技,300725,2017-11-10 00:00:00,11.32,48.91,0.0132814344,1833.3334,-0.59
新余国科,300722,2017-11-10 00:00:00,8.99,26.62,0.0138076024,2000,6.61
安达维尔,300719,2017-11-09 00:00:00,12.19,12.35,0.0289510566,4200,-0.72
泉为科技,300716,2017-11-09 00:00:00,12.14,13.47,0.0242143498,2668,-2.67
贵州燃气,600903,2017-11-07 00:00:00,2.21,8.74,0.06048114,12194.8396,0.23
东宏股份,603856,2017-11-06 00:00:00,10.89,13.5,0.03284798,4933,-1.68
振江股份,603507,2017-11-06 00:00:00,26.25,29.88,0.02696955,3140.79,0.44
海川智能,300720,2017-11-06 00:00:00,11.74,12.46,0.0130867795,1800,-0.8
长盛轴承,300718,2017-11-06 00:00:00,18.56,19.28,0.0235958639,2500,0.63
华信新材,300717,2017-11-06 00:00:00,14.24,16.99,0.0124149537,1600,-0.47
璞泰来,603659,2017-11-03 00:00:00,16.53,39.6,0.04426349,6370.29,-0.5
丽岛新材,603937,2017-11-02 00:00:00,9.59,12.33,0.03405504,5222,-1.2
佳力图,603912,2017-11-01 00:00:00,8.64,9.32,0.02935555,3700,-1.58
英可瑞,300713,2017-11-01 00:00:00,40.29,19.01,0.0167960051,1328.125,0.96
广哈通信,300711,2017-11-01 00:00:00,8.35,13.29,0.0276883877,3610,-0.15
泰瑞机器,603289,2017-10-31 00:00:00,7.83,10.33,0.03355483,5100,-1.81
永福股份,300712,2017-10-31 00:00:00,11.82,34.32,0.0269189661,3502,-1.24
庄园牧场,002910,2017-10-31 00:00:00,7.46,11.58,0.0279395174,4684,-0.52
合盛硅业,603260,2017-10-30 00:00:00,19.52,69.9,0.04471626,7000,-2.28
凯伦股份,300715,2017-10-26 00:00:00,12.5,14.91,0.0131665555,1800,0.34
集泰股份,002909,2017-10-26 00:00:00,7.47,8.2,0.0225490879,3000,-1.44
阿科力,603722,2017-10-25 00:00:00,11.24,46.65,0.02394593,2170,-1.14
京华激光,603607,2017-10-25 00:00:00,16.04,14.3,0.02326303,2278,-1.85
财通证券,601108,2017-10-24 00:00:00,11.38,7.74,0.12870883,35900,-0.26
金鸿顺,603922,2017-10-23 00:00:00,17.54,22.21,0.02741289,3200,-0.27
晶华新材,603683,2017-10-20 00:00:00,9.34,11.07,0.02849905,3167,-1.34
风语筑,603466,2017-10-20 00:00:00,16.56,13.1,0.02813627,3600,-2.82
德生科技,002908,2017-10-20 00:00:00,7.58,13.0,0.0238185769,3334,-2.11
华森制药,002907,2017-10-20 00:00:00,4.53,14.75,0.0308989778,4006,-3.59
万隆光电,300710,2017-10-19 00:00:00,14.75,24.67,0.0131656315,1750,-1.36
精研科技,300709,2017-10-19 00:00:00,38.7,23.56,0.0233916157,2200,-1.79
金辰股份,603396,2017-10-18 00:00:00,19.47,58.58,0.0146094,1889,-3.94
洛凯股份,603829,2017-10-17 00:00:00,7.23,15.0,0.02956131,4000,-0.92
翔港科技,603499,2017-10-16 00:00:00,9.24,9.89,0.02426543,2500,0.2
聚灿光电,300708,2017-10-16 00:00:00,2.82,10.5,0.035942837,6433,-1.04
金逸影视,002905,2017-10-16 00:00:00,20.98,11.02,0.0268551909,4200,-4.42
东方材料,603110,2017-10-13 00:00:00,13.04,26.38,0.02500682,2566.67,-3.19
华阳集团,002906,2017-10-13 00:00:00,13.69,32.94,0.04084807,7310,2.74
宇环数控,002903,2017-10-13 00:00:00,12.78,20.99,0.0215955835,2500,-0.76
横店影视,603103,2017-10-12 00:00:00,15.45,19.55,0.04111406,5300,-9.87
威唐工业,300707,2017-10-10 00:00:00,15.09,16.42,0.0141491972,1965,-0.3
九典制药,300705,2017-10-10 00:00:00,10.37,24.87,0.0256701698,2934,-1.31
辰欣药业,603367,2017-09-29 00:00:00,11.66,15.04,0.05460914,10000,0.0
国芳集团,601086,2017-09-29 00:00:00,3.16,6.34,0.0730578,16000,10.07
铭普光磁,002902,2017-09-29 00:00:00,14.13,24.22,0.0244669404,3500,-1.82
亚士创能,603378,2017-09-28 00:00:00,12.94,9.86,0.0330438,4900,-2.76
天目湖,603136,2017-09-27 00:00:00,19.68,25.43,0.01483832,2000,1.72
傲农生物,603363,2017-09-26 00:00:00,4.79,9.47,0.04193631,6000,0.74
阿石创,300706,2017-09-26 00:00:00,9.97,24.39,0.0141176407,1960,-1.57
世纪天鸿,300654,2017-09-26 00:00:00,7.71,11.46,0.0239693567,2335,-1.8
大理药业,603963,2017-09-22 00:00:00,12.58,11.16,0.0243323,2500,-1.76
大博医疗,002901,2017-09-22 00:00:00,11.56,31.71,0.0310198026,4010,-1.0
哈三联,002900,2017-09-22 00:00:00,18.07,14.23,0.0300210317,5276.67,0.21
掌阅科技,603533,2017-09-21 00:00:00,4.05,23.55,0.03624791,4100,-3.29
台华新材,603055,2017-09-21 00:00:00,9.21,11.29,0.04483893,6760,-1.14
恒银科技,603106,2017-09-20 00:00:00,10.75,5.56,0.04048378,7000,-1.24
创源股份,300703,2017-09-19 00:00:00,19.83,9.95,0.014376154,2000,-0.1
天宇股份,300702,2017-09-19 00:00:00,22.41,23.78,0.025786638,3000,-1.74
原尚股份,603813,2017-09-18 00:00:00,10.17,15.18,0.02502925,2207,0.33
梅轮电梯,603321,2017-09-15 00:00:00,6.07,7.79,0.04292358,7700,-0.89
森霸传感,300701,2017-09-15 00:00:00,13.14,9.89,0.0143123387,2000,-0.9
英派斯,002899,2017-09-15 00:00:00,16.05,15.85,0.0236019126,3000,-1.37
京能热力,002893,2017-09-15 00:00:00,8.56,12.76,0.0232662593,3000,-0.31
畅联股份,603648,2017-09-13 00:00:00,7.37,9.55,0.04854206,9216.67,-0.1
骏亚科技,603386,2017-09-12 00:00:00,6.23,11.11,0.03447903,5050,-1.33
岱勒新材,300700,2017-09-12 00:00:00,10.49,19.52,0.0235550183,2060,-2.35
赛隆药业,002898,2017-09-12 00:00:00,8.31,11.38,0.0268827988,4000,-0.52
银都股份,603277,2017-09-11 00:00:00,12.37,25.73,0.04610122,6600,-1.08
金域医学,603882,2017-09-08 00:00:00,6.93,71.03,0.04669108,6868,-0.48
兆丰股份,300695,2017-09-08 00:00:00,62.67,47.98,0.0133675306,1667.77,0.02
众源新材,603527,2017-09-07 00:00:00,13.27,12.45,0.028472,3110,0.0
电工合金,300697,2017-09-07 00:00:00,7.63,11.36,0.0301019162,4000,-0.96
意华股份,002897,2017-09-07 00:00:00,20.68,38.42,0.0229252597,2667,-1.11
天安新材,603725,2017-09-06 00:00:00,9.64,9.75,0.03045121,3668,10.05
建研院,603183,2017-09-05 00:00:00,13.56,5.15,0.02591171,2200,0.0
祥和实业,603500,2017-09-04 00:00:00,13.17,12.61,0.02894761,3150,-1.79
东珠生态,603359,2017-09-01 00:00:00,18.18,10.57,0.03852849,5690,-0.75
光威复材,300699,2017-09-01 00:00:00,11.26,29.64,0.0469721187,9200,-2.31
万马科技,300698,2017-08-31 00:00:00,6,25.09,0.0282908566,3350,-0.99
中大力德,002896,2017-08-29 00:00:00,11.75,31.4,0.0138758824,2000,-1.88
昭衍新药,603127,2017-08-25 00:00:00,12.51,27.17,0.0265071,2050,-0.84
川恒股份,002895,2017-08-25 00:00:00,7.03,21.4,0.032741185,4001,-2.06
皇马科技,603181,2017-08-24 00:00:00,10.36,11.15,0.03452878,5000,-3.3
圣达生物,603079,2017-08-23 00:00:00,15.09,12.92,0.01574523,2000,-1.15
正川股份,603976,2017-08-22 00:00:00,14.32,20.58,0.02766447,2700,-1.63
爱乐达,300696,2017-08-22 00:00:00,22.38,23.44,0.0142415424,1725,1.03
盛弘股份,300693,2017-08-22 00:00:00,14.42,36.83,0.0246515646,2281,0.85
中国出版,601949,2017-08-21 00:00:00,3.34,11.3,0.14116018,36450,-4.4
中环环保,300692,2017-08-21 00:00:00,8.78,7.32,0.0259914127,2667,-1.08
中宠股份,002891,2017-08-21 00:00:00,15.46,24.56,0.0227537303,2500,-0.32
ST起步,603557,2017-08-18 00:00:00,7.73,2.46,0.03939751,4700,-0.81
春风动力,603129,2017-08-18 00:00:00,13.63,151.0,0.02910983,3333.34,1.39
永安行,603776,2017-08-17 00:00:00,26.85,14.41,0.02636886,2400,-0.62
科力尔,002892,2017-08-17 00:00:00,17.56,12.03,0.0184893172,2090,1.52
秦港股份,601326,2017-08-16 00:00:00,2.34,3.32,0.1997484,55800,0.61
中广天择,603721,2017-08-11 00:00:00,7.05,18.16,0.0256951,2500,0.78
联合光电,300691,2017-08-11 00:00:00,15.96,16.2,0.023887805,2140,0.56
纵横通信,603602,2017-08-10 00:00:00,15.18,12.0,0.01554202,2000,0.67
创业黑马,300688,2017-08-10 00:00:00,10.75,29.06,0.0135579992,1700,-2.12
勘设股份,603458,2017-08-09 00:00:00,29.36,10.44,0.02878964,3103.7867,0.58
澄天伟业,300689,2017-08-09 00:00:00,14.39,21.55,0.0135698671,1700,-2.13
嘉诚国际,603535,2017-08-08 00:00:00,15.17,16.96,0.03163288,3760,-1.34
双一科技,300690,2017-08-08 00:00:00,32.12,15.5,0.0140894037,1734,-0.13
海特生物,300683,2017-08-08 00:00:00,32.94,38.53,0.0257626091,2583.876,-0.23
深圳新星,603978,2017-08-07 00:00:00,29.93,17.97,0.01573133,2000,-1.26
ST南卫,603880,2017-08-07 00:00:00,11.72,4.67,0.02591204,2500,0.21
智动力,300686,2017-08-04 00:00:00,9.39,10.88,0.0281196666,3130,-1.09
赛意信息,300687,2017-08-03 00:00:00,22.14,22.87,0.0150284466,2000,-2.93
中公高科,603860,2017-08-02 00:00:00,15.62,29.05,0.01468088,1668,0.17
华扬联众,603825,2017-08-02 00:00:00,14.67,12.78,0.0316574,4000,-0.78
艾德生物,300685,2017-08-02 00:00:00,13.86,24.1,0.0147584756,2000,-0.7
弘宇股份,002890,2017-08-02 00:00:00,12.76,14.55,0.0124319848,1667,-1.09
设计总院,603357,2017-08-01 00:00:00,10.44,10.96,0.04613398,8120,-1.17
朗新科技,300682,2017-08-01 00:00:00,5.51,21.55,0.0373075607,4500,-0.87
绿茵生态,002887,2017-08-01 00:00:00,42.01,9.6,0.0136311633,2000,-1.74
大参林,603233,2017-07-31 00:00:00,24.72,28.05,0.03719842,4001,1.45
电连技术,300679,2017-07-31 00:00:00,67.72,36.55,0.0271185167,3000,2.21
东方嘉盛,002889,2017-07-31 00:00:00,12.94,20.4,0.0267191103,3453,-1.07
岱美股份,603730,2017-07-28 00:00:00,24.92,17.48,0.04151982,4800,-1.52
禾望电气,603063,2017-07-28 00:00:00,13.36,29.62,0.0452827,6000,-0.54
中科信息,300678,2017-07-28 00:00:00,7.85,38.92,0.0252301146,2500,-2.01
英搏尔,300681,2017-07-25 00:00:00,17.46,20.48,0.0149137376,1890,-1.16
隆盛科技,300680,2017-07-25 00:00:00,8.68,19.7,0.0138648759,1700,-0.96
卫信康,603676,2017-07-21 00:00:00,5.53,12.3,0.04706512,6300,-1.52
英科医疗,300677,2017-07-21 00:00:00,20.39,21.76,0.0257668838,2430.9827,-0.46
惠威科技,002888,2017-07-21 00:00:00,8.97,14.19,0.0222163027,2078,-0.42
嘉泽新能,601619,2017-07-20 00:00:00,1.26,4.2,0.08983036,19371.2341,-1.87
健友股份,603707,2017-07-19 00:00:00,7.21,13.76,0.04637886,6350,-1.78
建科院,300675,2017-07-19 00:00:00,3.66,17.75,0.0303259185,3666.67,1.6
索通发展,603612,2017-07-18 00:00:00,7.88,17.5,0.04024814,6020,-0.68
基蛋生物,603387,2017-07-17 00:00:00,22.25,12.63,0.02923813,3300,-0.32
金龙羽,002882,2017-07-17 00:00:00,6.2,14.36,0.0451885867,8000,-0.69
华大基因,300676,2017-07-14 00:00:00,13.64,59.12,0.0355994374,4010,0.08
东尼电子,603595,2017-07-12 00:00:00,13.01,36.12,0.0264165,2500,-2.11
国科微,300672,2017-07-12 00:00:00,8.48,75.84,0.0269360155,2794.1167,-2.44
大元泵业,603757,2017-07-11 00:00:00,22.42,26.93,0.02533801,2100,-0.92
佩蒂股份,300673,2017-07-11 00:00:00,22.34,13.89,0.0152283118,2000,0.87
凌霄泵业,002884,2017-07-11 00:00:00,29.11,16.36,0.0137736233,1937,0.31
旭升集团,603305,2017-07-10 00:00:00,11.26,25.2,0.03925812,4160,-1.25
长缆科技,002879,2017-07-07 00:00:00,18.02,15.36,0.0265948235,3500,-0.71
睿能科技,603933,2017-07-06 00:00:00,20.2,17.65,0.02668506,2567,-1.45
百达精工,603331,2017-07-05 00:00:00,9.63,13.88,0.03051486,3181.33,-0.57
富满微,300671,2017-07-05 00:00:00,8.11,38.38,0.0262795818,2535,-2.44
君禾股份,603617,2017-07-03 00:00:00,8.93,9.72,0.02630924,2500,-1.02
大烨智能,300670,2017-07-03 00:00:00,10.93,7.46,0.0267944068,2700,-0.93
志邦家居,603801,2017-06-30 00:00:00,23.47,23.56,0.03205759,4000,-2.32
沪宁股份,300669,2017-06-29 00:00:00,11,14.71,0.0245815539,2105,-1.01
三孚股份,603938,2017-06-28 00:00:00,9.64,21.84,0.03248316,3755.66,-2.41
日盈电子,603286,2017-06-27 00:00:00,7.93,18.37,0.02614039,2201.9,0.27
广州酒家,603043,2017-06-27 00:00:00,13.18,25.38,0.04082578,5000,0.24
沃特股份,002886,2017-06-27 00:00:00,13.24,17.91,0.0139371786,1960.8,-2.18
京泉华,002885,2017-06-27 00:00:00,15.53,17.67,0.0135857804,2000,-1.34
浙商证券,601878,2017-06-26 00:00:00,8.45,10.26,0.13495319,33333.34,-1.25
易德龙,603380,2017-06-22 00:00:00,10.68,24.0,0.03205885,4000,-1.15
美格智能,002881,2017-06-22 00:00:00,8.96,29.5,0.0236662527,2667,-2.9
华体科技,603679,2017-06-21 00:00:00,9.44,14.39,0.02610172,2500,-2.04
迪生力,603335,2017-06-20 00:00:00,3.62,6.42,0.04076067,6334,1.58
中设股份,002883,2017-06-20 00:00:00,15.67,12.64,0.0115902395,1333.35,-0.86
诚邦股份,603316,2017-06-19 00:00:00,6.82,7.41,0.03577364,5082,3.06
杰恩设计,300668,2017-06-19 00:00:00,20.92,22.61,0.0116732819,1058,-0.09
必创科技,300667,2017-06-19 00:00:00,10.75,17.2,0.0137292209,1700,-1.88
我乐家居,603326,2017-06-16 00:00:00,9.87,8.29,0.03092422,4000,-1.19
卫光生物,002880,2017-06-16 00:00:00,25.11,37.75,0.0250705131,2700,-0.08
吉华集团,603980,2017-06-15 00:00:00,17.2,4.49,0.05872948,10000,0.45
菲林格尔,603226,2017-06-15 00:00:00,17.56,5.79,0.02569943,2167,-0.52
江丰电子,300666,2017-06-15 00:00:00,4.64,64.22,0.0352644702,5469,-1.73
永悦科技,603879,2017-06-14 00:00:00,6.75,8.7,0.03114881,3600,4.32
中马传动,603767,2017-06-13 00:00:00,11.19,12.3,0.03743068,5333,-0.49
惠发食品,603536,2017-06-13 00:00:00,7.63,7.04,0.02835293,3000,0.0
飞鹿股份,300665,2017-06-13 00:00:00,10.13,9.66,0.0145873713,1900,5.11
科蓝软件,300663,2017-06-08 00:00:00,7.27,13.39,0.0282034857,3286,-1.47
科锐国际,300662,2017-06-08 00:00:00,6.55,36.43,0.0320579177,4500,-2.8
恒为科技,603496,2017-06-07 00:00:00,14.14,17.72,0.02641105,2500,-1.99
圣邦股份,300661,2017-06-06 00:00:00,29.82,85.3,0.0129389295,1500,-2.0
元隆雅图,002878,2017-06-06 00:00:00,14.48,17.48,0.013233042,1884,-0.74
智能自控,002877,2017-06-05 00:00:00,8.4,10.87,0.0250167499,3056,-1.9
华脉科技,603042,2017-06-02 00:00:00,11.26,15.9,0.02952923,3400,0.25
江苏雷利,300660,2017-06-02 00:00:00,50.19,29.63,0.0253031035,2527,-2.53
延江股份,300658,2017-06-02 00:00:00,19.41,6.77,0.0245819636,2500,-0.73
上海洗霸,603200,2017-06-01 00:00:00,17.35,19.25,0.01489415,1843,-1.28
安奈儿,002875,2017-06-01 00:00:00,17.07,14.2,0.0224118103,2500,0.42
日播时尚,603196,2017-05-31 00:00:00,7.08,18.44,0.03750329,6000,-2.23
中孚信息,300659,2017-05-26 00:00:00,12.85,21.44,0.0233328473,2040,-4.46
艾艾精工,603580,2017-05-25 00:00:00,9.81,14.08,0.0141906,1667,-2.22
三利谱,002876,2017-05-25 00:00:00,19.12,33.05,0.013472268,2000,-1.31
华荣股份,603855,2017-05-24 00:00:00,7.59,24.45,0.04558222,8277,-2.74
弘信电子,300657,2017-05-23 00:00:00,7.77,17.33,0.0259457824,2600,-4.25
晶瑞电材,300655,2017-05-23 00:00:00,6.92,10.74,0.0257919487,2206.25,-3.68
顶点软件,603383,2017-05-22 00:00:00,19.05,58.13,0.02436432,2105,4.01
保隆科技,603197,2017-05-19 00:00:00,22.87,56.1,0.02756514,2928,3.41
民德电子,300656,2017-05-19 00:00:00,15.6,28.0,0.0127356593,1500,-0.81
新天药业,002873,2017-05-19 00:00:00,18.41,12.55,0.0123298517,1722,-1.8
ST天圣,002872,2017-05-19 00:00:00,22.37,5.27,0.0310839139,5300,-0.38
秦安股份,603758,2017-05-17 00:00:00,10.8,10.24,0.04242408,6000,-0.68
海鸥股份,603269,2017-05-17 00:00:00,8.76,13.88,0.02412719,2287,-2.18
展鹏科技,603488,2017-05-16 00:00:00,7.67,7.77,0.03454187,5200,-1.15
正海生物,300653,2017-05-16 00:00:00,11.72,34.57,0.0142726447,2000,0.06
雷迪克,300652,2017-05-16 00:00:00,15.88,22.74,0.0240515708,2200,0.89
苏垦农发,601952,2017-05-15 00:00:00,9.32,12.12,0.10356247,26000,-1.3
香山股份,002870,2017-05-15 00:00:00,20.44,31.4,0.0227105907,2767,1.19
金溢科技,002869,2017-05-15 00:00:00,21.8,18.49,0.0233645423,2952,-1.18
金牌厨柜,603180,2017-05-12 00:00:00,27.85,32.69,0.01353446,1700,-2.91
金能科技,603113,2017-05-11 00:00:00,13.37,8.44,0.04846558,7730,-0.12
先达股份,603086,2017-05-11 00:00:00,17.64,6.89,0.01491653,2000,-0.58
伟隆股份,002871,2017-05-11 00:00:00,15.39,12.4,0.0119538516,1700,-1.12
铁流股份,603926,2017-05-10 00:00:00,20.4,10.41,0.02655404,3000,1.56
寿仙谷,603896,2017-05-10 00:00:00,11.54,41.25,0.02947016,3495,2.74
鸣志电器,603728,2017-05-09 00:00:00,11.23,59.92,0.04293385,8000,-0.88
奥翔药业,603229,2017-05-09 00:00:00,7.81,14.65,0.02975957,4000,-0.88
金陵体育,300651,2017-05-09 00:00:00,13.71,26.26,0.01395682,1893.34,-0.64
恒润股份,603985,2017-05-05 00:00:00,26.97,23.04,0.01478668,2000,-0.09
杭州园林,300649,2017-05-05 00:00:00,9.04,23.4,0.0127801027,1600,-9.44
万通智控,300643,2017-05-05 00:00:00,4.3,12.97,0.0318125861,5000,0.7
韦尔股份,603501,2017-05-04 00:00:00,7.02,100.97,0.03644032,4160,-0.49
金石资源,603505,2017-05-03 00:00:00,3.74,25.36,0.03618778,6000,-0.51
太龙股份,300650,2017-05-03 00:00:00,13.95,12.5,0.0128800355,1578.7,-0.24
超频三,300647,2017-05-03 00:00:00,8.96,6.79,0.0255628774,3000,-1.31
绿康生化,002868,2017-05-03 00:00:00,15.2,32.77,0.0230029077,3000,-1.56
迪贝电气,603320,2017-05-02 00:00:00,9.93,14.46,0.02468939,2500,-1.57
新日股份,603787,2017-04-27 00:00:00,6.09,16.96,0.03333086,5100,0.3
周大生,002867,2017-04-27 00:00:00,19.92,16.32,0.042655716,7685,-0.24
世运电路,603920,2017-04-26 00:00:00,15.08,17.42,0.05169517,8880,-1.58
友讯达,300514,2017-04-26 00:00:00,8.46,12.45,0.0237406611,2500,-0.8
传艺科技,002866,2017-04-26 00:00:00,13.4,26.07,0.0248860249,3590.67,-3.41
新经典,603096,2017-04-25 00:00:00,21.55,19.83,0.02770477,3336,-2.12
星云股份,300648,2017-04-25 00:00:00,15.74,29.09,0.0129517397,1700,-1.05
钧达股份,002865,2017-04-25 00:00:00,9.05,108.79,0.022951933,3000,-3.75
格尔软件,603232,2017-04-21 00:00:00,18.1,13.31,0.0128431,1525,-2.63
康惠制药,603139,2017-04-21 00:00:00,14.57,17.31,0.02550417,2497,-0.17
正元智慧,300645,2017-04-21 00:00:00,12.35,27.21,0.0129470977,1666.6667,-0.73
透景生命,300642,2017-04-21 00:00:00,36.1,19.93,0.0123237235,1500,-0.15
三超新材,300554,2017-04-21 00:00:00,14.99,20.12,0.0115738776,1300,-0.79
瑞斯康达,603803,2017-04-20 00:00:00,13.72,7.71,0.04167259,5680,-1.66
大丰实业,603081,2017-04-20 00:00:00,10.42,16.51,0.03900291,5180,0.12
新凤鸣,603225,2017-04-18 00:00:00,26.68,12.3,0.04726399,7730,-2.38
正丹股份,300641,2017-04-18 00:00:00,10.73,5.42,0.0374574221,7200,0.0
今飞凯达,002863,2017-04-18 00:00:00,5.48,6.37,0.0309202497,5550,-0.47
德艺文创,300640,2017-04-17 00:00:00,9.41,6.23,0.0137577158,2000,-1.11
长川科技,300604,2017-04-17 00:00:00,9.94,41.1,0.0134412514,1905,-3.7
坤彩科技,603826,2017-04-14 00:00:00,6.79,51.63,0.04599319,9000,-0.46
科林电气,603050,2017-04-14 00:00:00,10.29,15.93,0.02785677,3334,-2.09
联泰环保,603797,2017-04-13 00:00:00,5.96,5.74,0.03464106,5334,-0.35
广和通,300638,2017-04-13 00:00:00,10.45,21.24,0.0138787724,2000,-1.94
瀛通通讯,002861,2017-04-13 00:00:00,17.25,11.64,0.023560295,3068,-0.43
利群股份,601366,2017-04-12 00:00:00,8.82,5.79,0.07793194,17600,1.4
凯普生物,300639,2017-04-12 00:00:00,18.39,10.48,0.0264801782,2250,1.35
扬帆新材,300637,2017-04-12 00:00:00,10.02,7.37,0.0256429886,3000,-0.67
星帅尔,002860,2017-04-12 00:00:00,19.81,13.21,0.0156450348,1899.467,-1.64
实丰文化,002862,2017-04-11 00:00:00,11.17,18.66,0.0127002415,2000,-0.9
龙蟠科技,603906,2017-04-10 00:00:00,9.52,15.6,0.03444487,5200,-1.14
江化微,603078,2017-04-10 00:00:00,24.18,15.81,0.0127202,1500,-2.17
美诺华,603538,2017-04-07 00:00:00,14.03,17.34,0.02615849,3000,-0.74
洁美科技,002859,2017-04-07 00:00:00,29.82,28.13,0.0201007403,2557,-2.7
金麒麟,603586,2017-04-06 00:00:00,21.37,15.7,0.03395225,5250,0.32
开立医疗,300633,2017-04-06 00:00:00,5.23,47.29,0.0348874694,4001,-1.99
光莆股份,300632,2017-04-06 00:00:00,7.39,11.66,0.0252122998,2895,-0.85
惠达卫浴,603385,2017-04-05 00:00:00,13.27,8.36,0.04050268,7104,-0.12
同和药业,300636,2017-03-31 00:00:00,14.47,11.57,0.0141299622,2000,0.09
中达安,300635,2017-03-31 00:00:00,12.39,16.98,0.0236174322,2120,20.0
得邦照明,603303,2017-03-30 00:00:00,18.63,14.23,0.03650289,6000,-1.59
美思德,603041,2017-03-30 00:00:00,12.92,12.29,0.0244542,2500,-0.24
广州港,601228,2017-03-29 00:00:00,2.29,3.36,0.22121732,69868,0.6
欧派家居,603833,2017-03-28 00:00:00,50.08,98.35,0.03688567,4151,-0.15
圣龙股份,603178,2017-03-28 00:00:00,7.53,11.64,0.03334713,5000,1.48
普利制药,300630,2017-03-28 00:00:00,11.49,20.07,0.0262364937,3052.9405,-0.99
天域生态,603717,2017-03-27 00:00:00,14.63,7.1,0.03179208,4317.79,-0.7
常青股份,603768,2017-03-24 00:00:00,16.32,16.6,0.03448536,5100,1.22
元成股份,603388,2017-03-24 00:00:00,12.1,10.38,0.02492855,2500,-1.98
新劲刚,300629,2017-03-24 00:00:00,8.28,21.03,0.0131076048,1666.67,2.09
力盛体育,002858,2017-03-24 00:00:00,10.67,19.64,0.0117399408,1580,-0.81
快意电梯,002774,2017-03-24 00:00:00,6.1,7.81,0.0388231252,8370,-0.76
久吾高科,300631,2017-03-23 00:00:00,11.97,32.59,0.0128915876,1610,-1.39
三晖电气,002857,2017-03-23 00:00:00,10.26,19.22,0.0131467825,2000,-1.39
泰禾智能,603656,2017-03-21 00:00:00,21.91,12.89,0.01536333,1899,-0.92
华测导航,300627,2017-03-21 00:00:00,12.77,31.19,0.0268046535,2980,-1.58
捷荣技术,002855,2017-03-21 00:00:00,6.54,9.98,0.0326370423,6000,-2.06
